src_ip,src_port,dst_ip,dst_port,protocol,flow_duration,pkt_count_fwd,pkt_count_bwd,pkt_count_total,byte_count_fwd,byte_count_bwd,byte_count_total,mean_iat,min_iat,max_iat,std_iat,mean_pkt_size,min_pkt_size,max_pkt_size,bytes_per_pkt,pkt_rate,byte_rate,fwd_bwd_pkt_ratio,fwd_bwd_byte_ratio,syn_count,ack_count,fin_count,rst_count,psh_count,label
127.0.0.1,5900,127.0.0.1,33186,TCP,1e-05,1,1,2,54,74,128,1e-05,1e-05,1e-05,0.0,64.0,54,74,64.0,204600.2,13094412.49,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,157.47.248.206,17016,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,62.209.38.219,48940,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,0,133.123.49.217,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,197.190.98.189,33947,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,211.46.247.240,40066,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,95.60.107.230,40546,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,23.15.189.69,18290,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,145.9.239.23,28294,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,238.82.99.109,11976,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,8.244.1.94,29431,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,209.104.120.75,32448,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,36.154.50.39,33034,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,81.72.140.165,7457,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,118.11.40.3,57989,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
127.0.0.1,3306,127.0.0.1,37680,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
127.0.0.1,6379,127.0.0.1,55004,TCP,3.4e-05,1,1,2,54,74,128,3.4e-05,3.4e-05,3.4e-05,0.0,64.0,54,74,64.0,59074.7,3780781.07,0.5,0.72,1,1,0,1,0,benign
127.0.0.1,80,127.0.0.1,56252,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,64.207.20.86,9856,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,115.94.44.162,44180,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,153.205.222.83,9378,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,0,156.167.190.229,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,128.96.184.126,17908,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,3.8.123.114,6684,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,108.108.69.231,5415,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,92.146.178.210,2671,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,184.108.182.75,59237,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
127.0.0.1,443,127.0.0.1,46902,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,645277.54,41297762.46,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,19.155.138.127,52654,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,icmp
10.0.0.10,80,81.169.148.5,16964,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,4.79.64.242,55761,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
127.0.0.1,22,127.0.0.1,58714,TCP,1e-05,1,1,2,54,74,128,1e-05,1e-05,1e-05,0.0,64.0,54,74,64.0,199728.76,12782640.76,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,249.189.244.147,11308,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,0,10.144.255.91,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,39.80.240.141,33271,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,55.113.241.221,4679,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
127.0.0.1,993,127.0.0.1,39550,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
127.0.0.1,8443,127.0.0.1,33256,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,19.142.171.110,15966,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,127.116.136.224,31832,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,159.52.99.180,10643,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,89.219.39.41,24480,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,93.180.84.136,7271,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,162.79.168.173,3070,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,icmp
10.0.0.10,0,70.18.108.124,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,59.55.242.229,55473,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,207.154.157.55,63127,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,117.253.244.143,21586,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
127.0.0.1,110,127.0.0.1,45058,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,645277.54,41297762.46,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,11.144.215.155,48226,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,174.71.59.220,26480,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,0,158.25.9.57,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,48.108.116.18,53548,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,180.242.157.237,48434,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,0,57.156.244.244,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,176.233.236.254,14338,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,0,65.111.161.183,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,0,155.235.14.184,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,0,230.159.81.82,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,196.238.99.51,64585,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
127.0.0.1,995,127.0.0.1,40816,TCP,9e-06,1,1,2,54,74,128,9e-06,9e-06,9e-06,0.0,64.0,54,74,64.0,220752.84,14128181.89,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,0,134.71.145.14,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,116.246.133.19,30356,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,65.226.253.82,16235,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,113.246.246.183,35045,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,212.60.85.85,9924,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,8.76.225.164,42243,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
127.0.0.1,8080,127.0.0.1,43826,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,645277.54,41297762.46,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,35.240.203.12,36380,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,0,111.17.25.218,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,194.158.74.66,16195,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,141.169.216.68,21070,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
127.0.0.1,8080,127.0.0.1,40412,TCP,1.7e-05,1,1,2,54,74,128,1.7e-05,1.7e-05,1.7e-05,0.0,64.0,54,74,64.0,116508.44,7456540.44,0.5,0.72,1,1,0,1,0,benign
127.0.0.1,5900,127.0.0.1,35614,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,645277.54,41297762.46,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,157.22.145.149,19087,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,icmp
10.0.0.10,80,148.7.234.135,61911,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,203.56.87.26,2495,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,220.252.54.69,32463,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,134.214.45.53,20528,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,164.55.56.116,59765,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,11.5.194.200,60620,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,29.45.153.177,9205,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,143.17.184.29,61128,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,13.170.100.203,5186,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,92.221.176.111,42422,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,233.216.234.210,33010,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,13.119.253.188,15735,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,116.75.232.152,19339,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,90.42.210.158,26440,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
127.0.0.1,995,127.0.0.1,35492,TCP,4.8e-05,1,1,2,54,74,128,4.8e-05,4.8e-05,4.8e-05,0.0,64.0,54,74,64.0,41734.37,2670999.56,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,0,107.41.158.75,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,10.3.246.65,23106,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,197.208.79.44,17052,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,82.54.42.25,44732,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,217.147.250.89,46836,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,243.50.25.194,19026,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
127.0.0.1,443,127.0.0.1,48024,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,645277.54,41297762.46,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,90.231.82.202,18033,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,48.15.176.110,53501,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,96.252.125.63,15445,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
127.0.0.1,143,127.0.0.1,33652,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,0,27.90.207.200,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,125.176.236.85,51590,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,80,226.113.72.165,30556,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,206.153.225.222,62552,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,69.195.41.82,40043,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
127.0.0.1,143,127.0.0.1,53828,TCP,3e-06,1,1,2,54,74,128,3e-06,3e-06,3e-06,0.0,64.0,54,74,64.0,699050.67,44739242.67,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,230.149.248.189,21377,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,44.214.0.101,6967,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,101.86.195.245,5446,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,95.212.185.36,7928,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,4.222.170.190,27979,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,82.223.253.62,52711,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,4.0.243.5,39587,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,icmp
10.0.0.10,0,205.43.119.71,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,186.72.111.225,41829,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,80,54.114.28.157,7623,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
127.0.0.1,6379,127.0.0.1,35694,TCP,2e-06,1,1,2,54,74,128,2e-06,2e-06,2e-06,0.0,64.0,54,74,64.0,1048576.0,67108864.0,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,0,190.8.108.129,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,0,80.25.9.43,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,173.139.196.128,31658,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,191.46.212.37,24378,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,81.219.218.244,61334,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
127.0.0.1,143,127.0.0.1,55508,TCP,1e-05,1,1,2,54,74,128,1e-05,1e-05,1e-05,0.0,64.0,54,74,64.0,199728.76,12782640.76,0.5,0.72,1,1,0,1,0,benign
10.0.0.10,80,67.105.225.195,45180,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,218.46.33.164,41580,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,0,ack
10.0.0.10,80,176.232.48.187,54173,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,0,141.200.184.194,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,158.66.237.74,16115,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,1,0,0,1,psh_ack
10.0.0.10,0,53.244.43.173,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,63.184.128.156,57227,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,1,0,0,0,syn_ack
10.0.0.10,80,195.28.57.206,59764,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0,rst
10.0.0.10,80,28.61.37.110,2734,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
10.0.0.10,80,157.114.90.31,1431,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,1,0,0,0,0,syn
10.0.0.10,0,44.64.189.27,0,ICMP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,icmp
10.0.0.10,80,76.142.60.189,31598,TCP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,1,0,0,fin
10.0.0.10,80,10.0.0.20,17313,UDP,0.0,0,1,1,0,60,60,0.0,0.0,0.0,0.0,60.0,60,60,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,udp
